,polarity,text
341,negative,@JumiaKenya order no. 308154476 not delivered in full. Are you stealing from me or what?
459,positive,thank you too
1464,neutral,Order number 307872886. i received a notification on the app that the same could not be processed therefore making another order
627,neutral,you haven't given service center details...
1709,negative,"was my first time to deal with you, I thot you do due diligence for the items posted on your site."
267,positive,thank you
847,neutral,yes thank you
1527,negative,@JumiaKenya i am yet to receive my order- order no. 306712796
741,neutral,@JumiaKenya i cancelled order #305143586& #307935586 but items are being delivered. i need items for order #301724186
943,neutral,How much is tecno camon CX air??
207,positive,Ok well copied.but if it is ready can I pick it tomorrow at 10:00am
756,neutral,305827286
214,neutral,@JumiaKenya ..hae jumi. Can I receive my order tomorrow on Saturday please.
625,neutral,where is injoo service center located at
6,negative,Its not working u give free voucher but useless thank. But thats not fair.
1368,neutral,@JumiaKenya How much is Infinix X551?
631,negative,"@JumiaKenya Hey, wanted to inquire on status of Jumia order no 303899986 since its a week overdue and no communication has been made."
1529,negative,@JumiaKenya I bought a charger with you guys but it's faulty! Way forward?
466,neutral,"Oops too bad! Kindly alert me if you bring stock. My specification is a White one, made of Faux Leather. Thanks!"
843,negative,@JumiaKenya cancel my order #301673186. Thanks
1491,negative,The fact that you have everything on the store. Even the unmentionables. pic.twitter.com/kTum3CulWp
996,negative,@JumiaKenya this VoucherCodeREFc0ce59668047 is not working kindly help!!
568,negative,@JumiaKenya hi order no 302611986 today is 13th day any news about my fon ? Hope u sort it for me b4 friday coz am traveling I will need fon
1162,neutral,"sigh, I got this already. My question is, is this a Jumia owned service center or a contracted one? If contracted, what's the name? (cont)"
1599,negative,"@JumiaKenya I bought a phone early this year, it's not charging now. I am calling you but no one is talking to me. Please assist."
1451,negative,@JumiaKenya when will my order arrive since u failed to deliver jana or should I jus cancel it am tired of waiting. Order no 304949686
1546,neutral,@JumiaKenya i need the #302835986 and #307615986 cancelled because i found cheaper items and created a new order.thanks
1056,negative,nkt what bout the elections>....?
993,negative,"BTW, I bought it as an office machine, but with the lack of Internet port, it wouldn't serve the pupose. so kindly assist."
1749,neutral,Thank you
772,neutral,@JumiaKenya plz delivery my fon 2moro (order 302611986 ) same address I need my fon back please for more details call. Don't let me down plz
991,neutral,@JumiaKenya hi this order number has been cancelled 303172886 what could be problem ?
1761,negative,@JumiaKenya #301892686 delivery status update please
974,neutral,Order no. 306574496
1462,negative,just cancel it
810,negative,Best way you can help just cancel that order cause have waited for almost two weeks then you frustrate me I will buy from shop thank you
1416,neutral,@JumiaKenya hey am mugo am trying to place an order to your online shop. after placing email and password it then says that Incorrect user..
174,negative,Cancel order 305626676
1783,neutral,@JumiaKenya I received a voucher to purchase an item I had returned. Kindly inform me on how to use it. mucinakigoro@gmail.com
1646,negative,"@JumiaKenya I received an electronic delivery yesterday, but the mechanism is faulty. Order number 303756286"
109,negative,So what can I do next since this seems like not what I ordered for? Can I get another one of of different brand if a return is not possible?
1375,negative,"No I haven't. That's why I posted this query. I went to the pickup point, posta Kilifi, they say it hasn't arrived."
530,neutral,"Hi, kindly assist on how you categorize paintings, or rather the variation of sizes from small to large, e.g 50×50cms is small or medium"
1725,neutral,We jamaa niulizie Kwa customers wenu wenye wako nazo apa Tao please
1025,neutral,"I already ordered the phone, is it possible for me to get it tomorrow morning?"
1303,neutral,Uko wapi
755,negative,@JumiaKenya Kindly check for me order number 302543186 I have a text informing me that an email was sent but I have received none
423,neutral,"guys, what's the status of this?"
648,neutral,306981386
1590,neutral,"@JumiaKenya hi, i want to buy a samsung j7 prime and wish to come to your place in person for the purchase. is that ok ?"
1241,neutral,Okay.
1213,neutral,@JumiaKenya confirm order number 308614586
1073,neutral,@JumiaKenya hi I need a laptop but need to confirm some things before purchasing plz provide me with the contact no. that i can inquire from
216,negative,"I have already waited for 21days hope u just deliver today only coz tommoro Saturday and on Monday I will be heading to msa,"
420,negative,"I waited for notification but never got, both on e-mail or via call but it's okey."
242,neutral,@JumiaKenya kindly I request to know the process of making an order.
1050,negative,can you cancel my order coz this aint fair at all ....
1587,neutral,Is this still in stock?
1155,neutral,"Hello, I don't know what to fill in ,coupon please assist me to understand."
1309,negative,"Not really,I went to check on my own bcz I've been receiving text msgs that I need to pick my item or it will be shipped back to Nrb."
1258,neutral,@JumiaKenya Hi. Just wanted to know what mpesa no. and a/c no. to pay on if items are being brought by rider.
1615,negative,@JumiaKenya why is the post office near me no longer appearing in the list of pick stations?
1371,neutral,@JumiaKenya do you have FERO covers?
455,neutral,Could you please be a little more specific?
1399,neutral,Hello does this Alcatel for 1600 support whatsapp ?I need one today I just lost my phone.Please respond thanks
1292,neutral,"Kindly give me a timeline, I shall not be available between 4-21st Aug to collect from posta"
823,negative,@JumiaKenya I have paid 4 screen at jumia and yet it has not been http:// derivered.how can I get the help from you?
1440,negative,@JumiaKenya haloo why are you taking longer than usual to deliver order number 304684986 to athi river it seems stuck somewhere
705,neutral,"Y ?? I would pay u in advance just confirm the price for me, if its not possible them its okay thank you & don't forget my order 302611986"
379,negative,Horrendous services. Kindly remind me to never prepay again or nor to use Jumia again. I will never recommend or prepay for anything again.
5,negative,There is no use of it . Thanks alot for giving me a voucher with a limit becoz i cant use it
443,neutral,What of twitter fans
289,neutral,"Add to cart'' and then?."""
1557,neutral,Thank you
633,neutral,304464612
263,negative,i have send his details would you place an order for him...i have tried since jana to place an order bt it fails
1138,negative,"@JumiaKenya hi.the Generic USB data cable you delivered is not functional,so frustrating,how do return this?"
19,neutral,On second thought I'll have it. Thanks anyway
1684,negative,Order #309897686 21/07/17- y u have to put sale if u cant deliver. My confirmed order is cancelled. how now? very bad. not happy with this.
762,negative,@JumiaKenya Since I placed my order more than a week ago I haven't received any confirmation call.
1608,negative,why should i make payment????
807,neutral,@JumiaKenya hello do you have batteries for injoo Fire2 3G and at how much?
1800,negative,"@JumiaKenya kindly confirm when you're delivering my item that I earlier returned and has overstayed in the service center """""
617,neutral,Maybe
55,negative,"@JumiaKenya WTF, i got my fon back yesterday had to wait 21 days,plus u never reply or update until i call & u no pick calls thats not fair"
740,neutral,@JumiaKenya when will i get items for order #301724186? please
235,negative,Will thr same be corrected? How long will i have to wait?
948,negative,@JumiaKenya i got a text on saturday telling me i'd get a delivery in 24hrs but still nothing. What's going on??
1626,negative,@JumiaKenya hi...i need to cancel an order
172,neutral,Its a phone and am in kabarnet
539,negative,Is it possible I get a refund? It's been 30days since I made the order.
1389,negative,@jumia how do you regret when you are not providing me with what I have paid for? My cash will be a curse to your business
1522,negative,@JumiaKenya hi please cancel this order 306225986
1780,neutral,Will do that on Monday as I give her time to retrieve from where she placed it
482,neutral,I prefer Posta since it's cheaper. How long will it take to arrive at Matuu post office?
563,negative,"Canceled again, an done with you guys, am done. Kindly delete my account i find a better online retailer. Your services are shitty."
1067,negative,"Received your text message that my order is already for pick, why 3-5 days again?"
1205,neutral,Sawa. Waiting with bated breath
428,neutral,or could you mind giving a phone number so that i get in tourch with you....i need a tv urgently
404,neutral,"@JumiaKenya I need a universal modem, compatible with TP Link Router. Kindly get to me ASAP. Thanks."
1176,neutral,Not clear but the difference between those 2 numbers is 142 and not 300. The discount was from use of the Tuskysonjumia voucher code.
950,negative,@JumiaKenya my case has been ignored and its now 2 weeks and no refund.Whats happening?
662,neutral,@JumiaKenya Why cant i get the option of paying on Delivery. Its not there as i check out
474,negative,o so of which my money have gone like that how can i refund them since he use to order for me goods?
580,negative,"@jumiakenya you guys are unreliable and liars a simple order zone A taking ages, very dissapointing 3/3"
460,negative,Am still waiting
829,negative,I haven't received any communication.The calls goes through but no ones cares to pick. @JumiaKenya
293,neutral,@JumiaKenya bought infinix note 4 last month. please send me the receipt to validate my warrant. serial number 358639080138426.
801,neutral,Here is the order number 302696646
1382,negative,@JumiaKenya .... afternoon....I have placed an order #309671886 and it's not giving me feedback or a confirmation call...kindly help...
144,neutral,0718622460
1754,neutral,Kindly look into the issue.
1485,neutral,305811686
1775,neutral,Thank you
275,neutral,So this means that if I buy product worth 1k which is global I'll pay plus 250 shipping fee?
1085,neutral,@JumiaKenya please cancel order #307935586. i need to update it with new items.thanks
797,negative,@JumiaKenya whenis my Parcel Tracking: WHF-306351786-GJA being deliverd yestereday you didnt assist me yet its due for collection... pic.twitter.com/7vjM8l6q7o
886,neutral,307311986
149,neutral,Don't you have same updates on the Jumia app??I haven't seen any pamper offer for a while
611,neutral,@JumiaKenya Bring back the 5bob S8
312,neutral,309127476 thats my order number
162,neutral,@JumiaKenya why is it that IPhone or widely used
125,neutral,"308471286, order number."
1365,negative,I cancelled the order due to wrong delivery address. The flashdisk was under the same order number. So should be cancelled as well.
1512,negative,"It's okay, but now it has forced me to look into other alternatives before you bring me one."
990,neutral,@JumiaKenya hi this order number has been cancelled 303172886 what could be problem? pliz follow me ndo tu DM
131,neutral,i forgot to ask if i would receive the printer before mouse arrive?
1533,neutral,@JumiaKenya kindly follow back. I want to DM
1741,neutral,@JumiaKenya I need to get after sales service from one of your suppliers. How do I get their info?
1712,negative,@JumiaKenya here's a No. that received 100MBs instead of 350MBs 0736769643. I was advised through a call to share it here.
219,negative,How does someone collect in time if you don't send them a text alert that the item is ready for collection ? pic.twitter.com/M8b2GmPhFb
831,neutral,304331782
1443,neutral,@JumiaKenya Can someone get an order the same day
1610,neutral,"@JumiaKenya hi, how do I became a premium customer. Thanks"
704,neutral,@JumiaKenya @KeEquityBank i wanted to make an online payment trough my mastercard but i could not get the CW CODE.advice
1118,negative,"@JumiaKenya hi, i made an order ..#307175586 but i cant see pay on delivery option. whats up?"
1637,neutral,and how long will that take
1803,negative,and i called that 0708880800 and they are very rude..
1142,neutral,@JumiaKenya It will be convenient to have all things ordered delivered at http:// once.Work on it.
217,negative,@JumiaKenya am waiting for my phone order 302611986 I was told it will be delivered today give me the number of person who will deliver
805,negative,I was ....told that the package was to be delivered today ..so what the hell ??plus this election stuff I want it tomorrow Saturday
1528,negative,@JumiaKenya Can someone please reply to my email.
1724,neutral,"Innjoo of course,"
546,negative,@JumiaKenya I ordered an item last week and till now not yet received order no #304986386. Kind regards.
479,negative,It isn't available when checking out. I've tried both the browser and the app with no luck!
1204,neutral,Chapo
1094,neutral,"Please do cancel the duplicate order, thanks."
183,neutral,@JumiaKenya hello if I order can i get delivery to whre I am and do I pay anything?!
844,negative,@JumiaKenya I placed order no.301277286 for? an overseas item and the 15-19days waiting period has passed and still no communication
50,neutral,@JumiaKenya hi guys. I'd spotted a nice rechargeable hot water bottle a while back but i can't find it on the website now. How can i get it?
1461,negative,"@JumiaKenya ,kindly advise when I'm receiving my parcel.. Order number 304163596..tired of waiting"
830,negative,@JumiaKenya Got very bad services from you guys.order number 302845886
883,neutral,So does this mean that my Package won't be cancelled ??
939,neutral,@JumiaKenya What do I pay for if i want a product being shipped? Only the price?
1677,negative,In a click of a button?
1505,neutral,@JumiaKenya order number 304684986 status please
738,negative,"That is not fair, am wasting my credit to call u and u not picking , please reply me or call back , if u can't do that then return my phone"
1099,neutral,"Good evening, I decided to pay for item that I ordered via M-pesa, has it been effected on your end?"
1284,neutral,I am available now how can you help?
652,neutral,That's okay.
221,negative,@JumiaKenya please cancel my two orders 307967676 and 302997676
872,negative,"Okay, but the issue is that the order that they cancelled was an international one that I already paid for"
634,negative,@JumiaKenya order 301476886 not shipped and it's past the timeline that you guys gave me. Kindly assist.
1113,neutral,hello please Dm me the addresses to apply for a job in your co.
1401,negative,"Hi, still have yet to be contacted. Please advise to attempt delivery on a weekday"
866,neutral,Kindly check DM
1013,neutral,301512186
39,neutral,Yes..kindly proceed
439,negative,"@JumiaKenya Advise on order 301489386, Prepaid Order your rider Adrian Kisia 0715850566 has kept me waiting till now from 5pm,his phone off"
246,neutral,@JumiaKenya I'm waiting for a package. Just wanted to know how long it shall take. Thanks
1376,neutral,"@JumiaKenya #302861686.regarding this order,when is the return be made.i need to speak with you"
660,neutral,GENERIC Children's Educational English Learning Pad - Pink and MCYKCY Fashion Men's Leather Band Watches Military Sport Analog Wrist Watch
1121,neutral,Thank you
1765,negative,"@JumiaKenya you don't serve people as they wish,why would you council orders your customers do!?!! #fake"
1388,negative,"Well I won't be around in the next 48hrs ,it's past the delivery SLA you committed to,"
767,neutral,"@JumiaKenya Hi, i paid for order 302954386 and i have recieved emails saying it has been cancelled. i paid via paypal. Thanks"
1753,negative,@JumiaKenya Kindly confirm what is happening to my order reference 308541196 from 10th July and still counting.Surely!
134,negative,@JumiaKenya you should stop selling 16GB mem cards that are fake after delivery
63,negative,That's the unfortunate part I had opened it and at the moment when am shaking I see the date. That means you can't help?
1635,neutral,No picking from posta kitale
344,negative,"@JumiaKenya are you getting more sales from your page popping up l, anytime someone clicks on a link ? A bit frustrating."
698,negative,@JumiaKenya trying to order a laptop but there is no pay on delivery option. Please assist
1543,neutral,@JumiaKenya please note order 305975882 a phone i bght in sept 2016 has n't been wrking for a week plz advis since its within the warrnty
227,neutral,308183286
947,positive,thank for your advice i have gone for it!
47,neutral,@JumiaKenya pic.twitter.com/WAup6imFlg
1178,neutral,@JumiaKenya Good Morning. Check DM
1621,negative,I kept calling myself the number given. Given several promises by s Mr. Gilbert
1346,neutral,@JumiaKenya I'd like to cancel an order. Order No. 303684786
188,neutral,Finished my account is @_rastarus_ on Instagram
933,neutral,its when you pay after recieving your goods or services
783,negative,"I urgently need a new laptop, and its frustrating that I was delivered a different laptop from what I ordered."
719,neutral,"NANYUKI, LAIKIPIA EAST."
264,negative,@JumiaKenya ORDER N.° 309167276 was supposed to be prepaid to pick up station kitale saboti. U hvnt comunictd
786,negative,This is the last time I am buying from you... A lot of inconveniences... 10+ working days...mmenibore
1442,negative,Not yet. Forwarded the issue to @AIRTEL_KE no response yet
1037,neutral,@JumiaKenya How much time will it take to receive a phone if I buy it now online? Its #urgent
36,positive,Cheers!
334,neutral,here 303594276
1294,neutral,Thank u
1077,negative,"@JumiaKenya @miconeTV why does it take long for you to deliver your service,your services delivery is becoming poor...one week no delivery"
349,negative,@JumiaKenya saw this?? https:// twitter.com/missripplez/st atus/899175673859895296 …
58,neutral,whey...how much?
310,neutral,@jumiakenya The option for lipa na mpesa is not available when im trying to place an order kindly assist
465,neutral,"@JumiaKenya When I shop on your site, say I buy 4 items, will I be charged shipment once or 4 times for each of the items?"
1057,neutral,can i get the locally available items first
270,neutral,Will I be able to get on Friday or Saturday?
1335,neutral,"50"";;;;891327664673374208"""
1685,neutral,@JumiaKenya My order #303176986 in case of delivery today kindly advice the rider to reach me on my Airtel number
1188,negative,"@JumiaKenya i placed an order on 18th July, not yet received. Order number 303268286. Destination: Nyeri post office.To Abigail murugi HELP"
649,neutral,ORDER N.° 303133386
1242,neutral,"@JumiaKenya Hi, Are you shipping to Kilifi?"
1223,negative,Same thing happened a couple of months ago. There's no point ordering from your site if you can't deliver the items.
209,neutral,@JumiaKenya ??? ?? ??? ???? 305217927 ????? ????? ??? ????? ????? ??? ?????? ?????? ?? ??????
1762,neutral,@JumiaKenya hi. Kindly let me know when order #305811686 shall be delivered
1384,neutral,"@JumiaKenya hello, if I make an order for a laptop today, when do I get it delivered? I want it delivered to my office in embakasi"
1130,neutral,An infinix phone
1109,neutral,0721498633
508,neutral,@JumiaKenya is it possible to change the Mpesa number through which I receive Jforce payments??
472,neutral,okey sm in touch already NJ safaricom
204,negative,And it is not working!
1478,negative,"Hey what's up, I was waiting for my battery not a refund, can someone get back to me regarding this...I received a token, but I need product"
703,negative,"@JumiaKenya where is my order 308435186, it is almost a week now, kwani hapa Githurai 45 ni mbali. Deliver kesho please"
1306,neutral,Like i said by Monday that is tomorrow.
1161,neutral,(cont) I asked because they seemed to have no relation to Jumia when I called them earlier today.
297,neutral,okay.
693,negative,"You guys hamko serious but it's okay, kesho ikipita nayo, i won't need it anymore"
408,neutral,6
1537,neutral,"So to clarify, it will be delivered today?"
1039,negative,@JumiaKenya please my phone that I bought it's SD is not opening
873,negative,This hastening and possibly the escalator you are using needs to be checked A whole three weeks escalating one issue?! Nkt
395,negative,@JumiaKenya I'm I ever getting my money back?! How many days does it take to cancel a voucher? 24?
132,negative,@JumiaKenya WHY ARE YOU CONS IGNORING MY TWEETS & CALLS?
1165,negative,@JumiaKenya I placed an order but you haven't delivered it.
1028,neutral,@JumiaKenya hi. So when you text that I collect my order tomorrow. Is that a deadline? Can I collect it on Thursday? WE-301883686-QEU
1141,neutral,Thank you
446,neutral,okey thanks; been waiting fr a call. will collect it either monday or tomorrow
632,neutral,@JumiaKenya are chargers covered under a phone's warranty?
1390,neutral,@JumiaKenya any feedback from my earlier query?
887,positive,Ok thanks you very much thats y I shop in jumia.
412,positive,Thank you ^Jamo
1126,neutral,cool
1501,positive,"Nothing what I wanted is on Facebook and I ain't on Facebook, but the shoes of men are OK, but thanks Jumia for ya great offers and services"
670,neutral,Check DM
1179,neutral,@JumiaKenya hi.kindly me back on #0727647816
1206,negative,Kindly cancel the order
622,neutral,Are you in a position to assure me that it's on transit right now ? I be a little bit patient ?
1024,negative,"@JumiaKenya i bought an x tigi phone and received it on 28th july, thr problrm with is that it has never opened the mpesa, why ?"
1262,neutral,"@JumiaKenya have you dispatched my order, order i.d 301796786"
451,positive,^GS. You're awesome at your job. Satisfied customer here. #GoJumia !!
13,negative,hello i order item 306981386 on 16th of this month and until today haven't received it. what up??
1411,neutral,@JumiaKenya you guys do deliver countrywide yes?
177,positive,Ok thanks.but assist me with paybill number please
1391,negative,@JumiaKenya okay its the 3rd month since i ordered haven't received my refund after canceling reason?your poor service
1551,neutral,thank you
1246,negative,As a customer I was concern. On other sites similar looking watches are 9 to 15 dollars. I thought it had to be an error.
229,negative,@JumiaKenya A visit to jumia for shopping for baby and this is what i get pic.twitter.com/5ffT5epEhZ
1361,negative,What? I am in zone A how come its long yet its supposed to be 1-3 days?
1129,positive,"I have sorted,thanks"
1732,negative,I tried and its not working
1507,neutral,302673686
1769,positive,Asanti jumia
1545,negative,@JumiaKenya I have received an email with no phone call confirmation on parcel WHF-302791986-lox kindly confirm if it is coming to me
280,neutral,@JumiaKenya i texted and still waiting for your feedback
606,neutral,@JumiaKenya You are still charging the Sh200 delivery fee?
414,negative,Have rcvd no notification frm the post office.Does this mean that you nolonger inform pple when their orders are ready for collection?
1092,neutral,@JumiaKenya why don't the tecno j8 come with the Boom headphones?
215,neutral,I changed addres coz I am in nrb hope u understand and deliver today only
1660,neutral,309181196
562,negative,"@JumiaKenya Hello.., I've a problem with a Techno C9 Plus I purchased from you where the flash on the front camera has malfunctioned.."
9,neutral,"@JumiaKenya i purchased s6 edge from u guys order 302611986, i got free gift voucher 200/= i want to buy cover for phone i would pay if less"
478,neutral,"OK,I am ordering right now but kindly deliver by Tuesday."
102,negative,@JumiaKenya today i get an email saying the order has been cancelled.order no is 306712796.why wait a whole month and then disappoint me!!!!
440,positive,@JumiaKenya Great customer experience..thank you for processing my refund on the double.
1508,negative,@JumiaKenya i have ordered 3 usb cables they are not even charging my phone one being an infinix note 2 with fast charging and a tablet
788,neutral,Sure
1791,negative,@JumiaKenya yo! I haven’t received my package yet .309566286
1692,neutral,@JumiaKenya hi i got an issues how do i air it
853,negative,"@jumiakenya hi I ordered an item on date 3 August and I haven't receive it yet, and my order was shipped on date 4 what the problem?"
1353,neutral,can i use twitter to place an order
205,negative,I have the phone it has been delivered what is happening at your end seriously?
1808,neutral,Specific day or date??
1158,neutral,My order no is 308891886
920,neutral,Why did that happen please?
1605,negative,is the phone going to be fixed or not??
957,neutral,"@JumiaKenya i want a confirmation if I'll receive my product order 308442186 by today by 2 because am going to ocha, if not cancel my order."
383,neutral,Noted
588,neutral,@JumiaKenya can't get through to customer care wanted to confirm an order #306632476. They can me back
1030,negative,"I received my laptop yesterday, but the mousepad is not working."
223,negative,But its bn more than three weeks now. I was told 72 hrs
62,neutral,"@JumiaKenya hello,any woofer available?? Pics plz"
1047,negative,@JumiaKenya I am very disturbed by the rate at which you people take to sort clients. Ever giving promises that you can't keep. Pathetic
1699,neutral,@JumiaKenya How does one cancel an order?
1641,negative,Posta called me and asked me if I was going to pick the package. I told them it was to go back to Jumia.
1707,negative,"you forced me to pay for the order as a commitment, then you cancelled the order one week later after holding hostage my money for one week."
690,neutral,@JumiaKenya Morning. I made order #301481386 but I forgot to use my voucher number during check-out and confirmed it. Can it be modified?
1492,neutral,Thanks. will wait for the same.
1713,neutral,Thanks and hopefully this week mjaribu nipate hiyo stuff
940,neutral,@JumiaKenya i paid thro Equity banks easy pay.I am getting in touch with @KeEquityBank to cancel the transaction and reverse order 309743686
1620,negative,I never switch off my fine!
68,neutral,Do you have a time line on that?
294,neutral,305668896 it had been cancelled. I have already ordered another item. Paid it online and I need it on Friday at Nakuru.
1517,neutral,This item: https://www. jumia.co.ke/illumatt-esl-l ighting-bulb-15w-3u-b22-6500k-day-light-86097.html …
1616,neutral,i have chosen different items and placed another order.
385,neutral,"@JumiaKenya do sales consultants have separate accounts,or the usual Jumia account?"
984,neutral,"I registered . When you dial *544#,there's no option for activation"
1787,neutral,pic.twitter.com/Msdfyz1Vc1
463,neutral,Is the TV back?
1265,negative,"Acha ujinga, need nothing less than that! Can't keep me waiting."
1488,negative,Hi how do I insert sim in the tecno L9? You delivered it without a user manual.
863,positive,Received it thanks.
1199,negative,@JumiaKenya You need to work on your delivery system. You might have a good service but when your delivery system is bad it doesn't matter.
766,negative,"@jumiakenya Am inquiring on order ID number 301726386 , a laptop ordered and payed for, why is it delaying ? I fear my money may get lost"
1559,positive,"Great, thanks."
453,negative,@JumiaKenya ORDER N.° 30429438 i have picked my package the phone is okay but the flash disc isnt functioning
1627,neutral,@JumiaKenya @Kilimall @Jazacart @UK_DUKAS https:// twitter.com/Ogungaken/stat us/635386818259746820 …
248,negative,I have provided you with the order number and yet you do not respond
1315,neutral,the ones available are far away from nyahururu town where i stay. theres a post office here in town. can the goods be brought here?
1045,negative,its 4hrs since I recived the response. so far no care agent has been in touch. is the product available or not??
898,negative,@JumiaKenya Still waiting for my order from 2 weeks ago...
93,neutral,hello. What happens at that centre kindly guide me
1676,neutral,"@JumiaKenya How much Tecno Camon Manchester City limited edition, how can I get it ^DM"
600,negative,U guys should have sent me a message instead of waiting for me to contact u first.. easy tho
774,neutral,@JumiaKenya I bought a laptop but I didn't get the Microsoft office activation code
1093,neutral,"@JumiaKenya do you have this: StarTimes E24M36HH - 24 HD Digital LED TV - Black KSh 14,899"""
1409,negative,"@JumiaKenya I need Telephoto clip-on camrea 12x zoom but there's no Pay-On-Delivery option, delivery time is than two weeks. Kindly advice."
623,negative,"morning, still no word on my order that you mentioned was in its final stages...order no. 306712796"
1766,negative,"@JumiaKenya anybody here? Need help with order #305962986, check status and advice, I'm getting the order cancelled mail why?"
471,neutral,@JumiaKenya ORDER N.° 304294386 How far with my prepaid order
1393,neutral,0719487199 that's it
1747,neutral,306369696
1320,neutral,"@JumiaKenya kindly confirm for me the status of this order no, 305277886."
495,neutral,@JumiaKenya can this be delivered today (order 305653386) please
1782,neutral,@JumiaKenya chek ur DM
1377,negative,Why aren't you responding to my question?
1556,neutral,"Okay, that's exactly what I was informed, thanks."
137,neutral,@JumiaKenya When delivery? order no. 305387676
123,negative,@JumiaKenya How is one supposed to talk to your agents if your numbers do not have that option??been trying to get in touch with since Sat
818,negative,@jumiakenya I want to place an order for a laptop but your app is not going through. What's the procudure pliz. or contact me 0707578035
1690,neutral,when should I expect it?
1420,positive,"@JumiaKenya I got the items today. Thank you very much plus pia niliona mliweka sabuni, hii baridi haitaniruhusu niitumie Sana."
1495,negative,@JumiaKenya Do you sell apology vouchers? I have accumulated 3. Come on!
811,negative,That guy pretend that he had called me two time even I think he doesn't know south b
578,positive,Thank you.
96,negative,Am ordering hot 4infinix x557 and is over plz stock it ..will order it tomorrow
1369,neutral,Yeah thanks
1171,neutral,"Yes, thank you."
1200,negative,"@JumiaKenya Sometimes you tend to annoy your customers, improve your customer care skills @JumiaNigeria @citizentvkenya @Kiss100kenya pic.twitter.com/NFdNL49JN6"
190,neutral,"@JumiaKenya Hi, how soon can you have the Fero Royale X1 in stock?"
473,positive,Recieved. Thank you
709,negative,@JumiaKenya my order is taking ages to arrive. The intended purpose is almost running out of time pic.twitter.com/rJE1J52YK8
720,neutral,"DIGITEL 40 INCH TELEVISION, PRICE 28,989"
1310,negative,Ok. Poor suppory
1203,negative,@JumiaKenya how do i deactivate my online shop?
1714,neutral,And u have checked that i already made an upfront payment.... All pending is delivery??
560,neutral,@JumiaKenya Whats the status for 309941186
1343,negative,"@JumiaKenya HI, I had returned a package & I have just received it back about an hour ago but it still have the same issue it had."
33,negative,"@JumiaKenya Kindly pull down items that you don't have in store. I am a disappointed customer, others will soon be."
1569,neutral,"can i expect it to come today, gimme a timeline / deadline."
115,neutral,24th/Aug/2016
911,neutral,"Hello, can you notify me when the item will be collected. I would prefer it to be collected soon."
157,neutral,@JumiaKenya ... I really want Onda tablet and my cash is less... any subsidy please?
1477,negative,You guys are fraudsters. You say you can't take back the TV because ave broken seal. How was I supposed to read the model code without openi
868,neutral,@JumiaKenya what's the current status of order 301647186 ?
1424,negative,@JumiaKenya pls tell me when my order will arrive. Order no 304949686
1602,positive,awesome
234,neutral,Waiting hope i wont regret doing business with you guys
1243,neutral,order number #306123886
861,neutral,@JumiaKenya Hey what is the status of my order 303945186?
855,neutral,@JumiaKenya can I get Samsung J5 prime with 18k in September?
892,neutral,Please do that quality check today only and if it is okay please release it so I receive it tomorrow I just meed my phone coz my work stoped
1675,negative,"@JumiaKenya my package taking too long before delivery, niligongwa?"
1566,negative,"Okay, as I wait can I kindly confirm for the status of another order I made on 8th this month My order no is 309411596..it has been longer."
1623,negative,@JumiaKenya why did you remove posta pickup station in Nyeri?
558,neutral,Good morning. 1. How does one track his order on your website? 2. Are these items shipped from overseas?
792,neutral,hallo confirm you got the order number
1083,negative,@JumiaKenya please cancel #301835586
54,neutral,Hey how much does oppo f1 plus cost in jumia
1419,negative,It's more than 50 hours and I haven't been refunded.Whats the way forward?
352,neutral,@JumiaKenya Order 308977476 Status update?
965,neutral,I'll bring ma friend @kamaubigG
271,negative,The competition has lots of participants with few items being offered. Kindly check my history and confirm the cash i have used to promote u
1066,neutral,MAD-302985886-....if possible can i have it today if nt today you can cancel it
1046,neutral,"@JumiaKenya been waiting for a delivery of this order 301715786 , I have received only a single item, kindly check what's is wrong."
1788,neutral,I was told the item is tax exempted. Kindly send me a certificate to confirm the same. Needed for taxation purpose
371,neutral,6
713,negative,@JumiaKenya what's up with my order I'm just seeing waiting.. order no. 304294386
628,neutral,"oh my bad, let me check if i can get someone to pick it for me. If i don't get someone you may have to refund so i can reorder"
1363,negative,I did receive it but with no usb cable
142,neutral,@JumiaKenya his iam trying to register as an affiliate please provide me with the link....
1282,negative,"@JumiaKenya its 3 pm and no delivery yet.so lemmi write it again, if not delivered by today cancel my order and process refund."
912,negative,"@JumiaKenya i ordered a laptop from you,,,until now I have not received any response from you"
644,neutral,pic.twitter.com/kUtS67elHf
531,negative,"You frustrate me then i wait for another 2 days, gaatho ! Am done."
1662,neutral,From 22nd.
1379,neutral,alcatel pixis worth 1599 and I want delivered at posta city square
849,neutral,"I got a call today that they want to deliver the package I tried to cancel yesterday, so which package is cancelled?"
1076,negative,@JumiaKenya you have to cancel this thing you can't be bringing the time you want pic.twitter.com/TivENZYd1V
1669,negative,@JumiaKenya I thought you guys were supposed to revert to me on monday about my issue
572,negative,"theres no error message, it just doesnt open. Just the kathibg that goes round showung it is loading..."
384,neutral,@JumiaKenya is there hotwav v20 black?
1756,neutral,Official injoo launch
1405,negative,@JumiaKenya i feel frustrated by the whole issue bearing no communication on what is going on. This is making my patience to wear out.
1132,neutral,@JumiaKenya hey Can I place an order today and be delivered tomorrow.
1017,negative,Follow back so i can DM
199,neutral,"speed, RAM and VRAM."
1633,neutral,Which items
